ObjectName,ID,Name,ClassName,CssSelector,CssSelector2,CssSelector3,LinkText,PartialLinkText,TagName,XPath,ithInMultiple,ContainsText,AttributeKey1,AttributeValue1,AttributeKey2,AttributeValue2,IsParent,Value,SQL,UserDefinedWaitTime,ThreadSleepWaitTime,ReferenceDataID,UnUseColumn1,UnUseColumn2,UnUseColumn3,Child_ID,Child_Name,Child_ClassName,Child_CssSelector,Child_CssSelector2,Child_CssSelector3,LinkText8,Child_PartialLinkText,Child_TagName,Child_Xpath,Child_ithInMultiple,Child_ContainsText,Child_AttributeKey1,Child_AttributeValue1,Child_AttributeKey2,Child_AttributeValue2,Child_Value,Child_SQL,Child_UserDefinedWaitTime,Child_ThreadSleepWaitTime,Child_ReferenceDataID,Child_UnUseColumn1,Child_UnUseColumn2,Child_UnUseColumn3
changeCountrySaveBtn,,,,input[class='sfa-button transactional large float-left'],,,,,,,,,value,Save & Continue Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miniBag_Empty_RL,,,,p[class='mini-bag-content__empty-cart'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miniBag_Checkout_RL,,,,div[class='mini-bag-content__checkout'],,,,,,,,,,,,,1,,,30,,,,,,,,,a[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,30,,,,,
minibag_close_YA,,,,span[class='hbc-icon hbc-icon--chevron-right drawer__close'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pageTop,,,,div[class='parent parbase JumpToContent section'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpShortDescription_wk,,,,h1[class='product-overview__short-description'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htmlPage,,,,,,,,,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEMproductAccordion_wk,,,,section[class='product__information'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_richRelItems_wk,,,,section[class='rich-relevance container'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miniBag_YA_topNavSign,,,,a[class='header-utils__link header-utils__link--bag'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miniBagOpen_YA,,,,div[class='mini-bag-content__fetch'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minibagHasItems_YA,,,,div[class='mini-bag-content__products'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minibag_close_YA,,,,span[class='hbc-icon hbc-icon--chevron-right drawer__close'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minibag_items_YA,,,,div[class='mini-cart-item'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_is Present_YA,,,,div[id='pdp-content-area'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bag_is _present_YA,,,,h1[class='masthead-saksbag-title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minibag_checkout_btn_YA,,,,a[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minibag_empty_YA,,,,p[class='mini-bag-content__empty-cart'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofm_navSearchBox_wk,,,,div[class='header-utils-search__phony-search-input'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5m_searchPredictions,,,,li[class='input-completion__option'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5m_firstSearchPrediction,,,,div[class='header-utils-search__phony-search-input'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nav_searchText_wk,,,,input[class='header-utils-search__input'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpSelectFirstItem_AAF,product-container,,product-designer-name,,,,,,,,,,,,,,1,,,,,,,,,,,product-designer-name,,,,,,,,1,,,,,,,,,,,,,
