ObjectName,ID,Name,ClassName,CssSelector,CssSelector2,CssSelector3,LinkText,PartialLinkText,TagName,XPath,ithInMultiple,ContainsText,AttributeKey1,AttributeValue1,AttributeKey2,AttributeValue2,IsParent,Value,SQL,UserDefinedWaitTime,ThreadSleepWaitTime,ReferenceDataID,UnUseColumn1,UnUseColumn2,UnUseColumn3,Child_ID,Child_Name,Child_ClassName,Child_CssSelector,Child_CssSelector2,Child_CssSelector3,Child_LinkText,Child_PartialLinkText,Child_TagName,Child_XPath,Child_ithInMultiple,Child_ContainsText,Child_AttributeKey1,Child_AttributeValue1,Child_AttributeKey2,Child_AttributeValue2,Child_Value,Child_SQL,Child_UserDefinedWaitTime,Child_ThreadSleepWaitTime,Child_ReferenceDataID,Child_UnUseColumn1,Child_UnUseColumn2,Child_UnUseColumn3
prpRefineByPrice_vm,price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpPriceDropdownSelect_vm,price-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpPriceDropDownApply_vm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpSelectedPriceRange_vm,,,prpSelectedPriceRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newlistvevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AskQuestionButton_vm,,,TT3askButtonText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stlheader_vm,,,stl-header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overlayQuantity_vm,,,,font[class='saksBagItemDetails overlayQuantity'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sizeLink_vm,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='item size preorder selected'],,,,,,,,,,,,,,,,,,,,
colorLink_vm,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='item color  selected first bottom-row'],,,,,,,,,,,,,,,,,,,,
brandName_vm,,,,h1[class='component component-1 brand-name'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itemNumber_vm,,,,h4[class='sku light-text component component-1'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giftCardSection_vm,,,,h2[class='short-description component component-1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendsFamily_vm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShippingAccordian_vm,,,,,,,Shipping & Returns,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShippingAccordianPanel_vm,,,accordion,,,,,,,,1,,,,,,1,,,,,,,,,,,opened,,,,,,,,2,,,,,,,,,,,,,
closeHomePageOverlay_vm,close-button,,,div[id=close-button],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refineNavLifestyleBtn_wk,lifestyle,,refine-dropdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refineLifeStyleValidation_wk,,,sfa-pa-enh-overlay-selected,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,label,,1,,,,,,,,,,,,,
lnvModernBtn_wk,,,left-nav-groups,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Modern,,,,,,,,,,,,,,,,
lnvPremierDesignerBtn_wk,,,left-nav-groups,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Premier Designers,,,,,,,,,,,,,,,,
prpRefineByLifestyle_wk,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,lifestyle,,,,,,,,,,,,,,,,,,,,,,,
prpLifestyleDropdownSelect,lifestyle-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,label,,1,,,,,,,,,,,,,
prpLifestyleDropDownApply,lifestyle-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,apply-button,,,,,,,,,,,,,,,,,,,,,
prpRefineByColor_wk,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,color,,,,,,,,,,,,,,,,,,,,,,,
prpColorDropdownSelect_wk,color-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,label,,,,,,,,,,,,,,,
prpColorDropDownApply,color-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,apply-button,,,,,,,,,,,,,,,,,,,,,
prpRefineBySize_wk,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,size,,,,,,,,,,,,,,,,,,,,,,,
prpSizeDropdownSelect_wk,size-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,label,,1,,,,,,,,,,,,,
prpSizeDropDownApply,size-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,apply-button,,,,,,,,,,,,,,,,,,,,,
prpRefineByPrice_wk,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,price,,,,,,,,,,,,,,,,,,,,,,,
prpPriceDropdownSelect_wk,price-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,label,,1,,,,,,,,,,,,,
prpPriceDropDownApply,price-multiselect,,,,,,,,,,,,,,,,1,,,,,,,,,,,apply-button,,,,,,,,,,,,,,,,,,,,,
landingPageWomenShoesBtn_wk,,,,li[class='js-left-nav-links left-nav-links'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,Women's Shoes,,,,,,,,,,,,
lnvSandalsBtn_wk,,,sfa-left-nav-content-container,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,Sandals,,,,,,,,,,,,
landingPageWomenHandBagsBtn_wk,,,,li[class='js-left-nav-links left-nav-links'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,Women's Handbags,,,,,,,,,,,,
prpMoreColorsValidation_wk,,,more-color-text,div[class='sfa-pa-product-swatches-thumbnail '],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpSaksExclusiveValidation_wk,,,featured-text,,,,,,,,1,Exclusively at Saks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpShopAllLhnBtn_wk,,,,div[class='sfa-left-nav-content-container'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,1,Shop All,,,,,,,,,,,,
prpSortByTempBtn_wk,sort-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,li,,,,,,,,,,,,,,,
pdpListedPriceTxt_wk,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,list-price,,,,,,,,,,,,,,,,,,,,,
pdpSalePriceTxt_wk,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,sale-price,,,,,,,,,,,,,,,,,,,,,
pdpPriceContainer_wk,,,,div.product.main-product.grid-100.grid-parent.page-section,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpOverlayContainer,,,,span[id='saksbagoverlay_insert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpAccordion_wk,,,,div[class='accordion'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpShippingReturnsBtn_wk,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,Shipping & Returns,,,,,,,,,,,,
pdpDetailsBtn_wk,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,Details,,,,,,,,,,,,
pdpSizeGuideBtn_wk,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,Size Guide,,,,,,,,,,,,
pdpStlDivider_wk,,,,hr[class='stl-divide'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpSwatchSelected_wk,,,selected,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpStlAddToBag,,,,button[class='sfa-button transactional medium js-action-button'],,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpPreorderLabel_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,preorder-label,,,,,,,,,,,,,,,,,,,,,
pdpPreorderShipDate_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,preorder-message,,,,,,,,,,,,,,,,,,,,,
pdpHighDemandMessage_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,boxed-message,,,,,,,,,,,,,,,,,,,,,
pdpColorSizeSwatchSection_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='items clearfix'],,,,,,,,,,,,,,,,,,,,
pdpBrandName_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,brand-name,,,,,,,,,,,,,,,,,,,,,
pdpSTLQuantity_WS,,,,div[class='shop-the-look products grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,input[class='js-quantity quantity'],,,,,,,1,,,,,,,,,,,,,
pdp_SeeAllQnALink_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,a[id='viewQandA'],,,,,,,1,,,,,,,,,,,,,
pdp_ShowAllAnswers_WS,,,,div[id='sfa-turnto-qa-module'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,Show all answers,,,,,,,,,,,,
pdpBagItemsCounter_WS,,,,a[class='shopping-bag'],,,,,,,1,,,,,,1,,,,,,,,,,,,span[id='item-count'],,,,,,,,,,,,,,,,,,,,
pdpSPD_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,short-description,,,,,,,,,,,,,,,,,,,,,
pdpfb_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='fb-like-button share-button'],,,,,,,,Like,,,,,,,,,,,,
pdpPinIt_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,a[class='pin-it-button'],,,,,,,,,,,,,,,,,,,,
pdpTwitter_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,a[class='twitter-custom-button'],,,,,,,,,,,,,,,,,,,,
pdpGPlus_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='plusone-container share-button'],,,,,,,,,,,,,,,,,,,,
pdpEmail_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,a[class='email-button'],,,,,,,,,,,,,,,,,,,,
pdpSTLAccordians_WS,,,,div[class='shop-the-look products grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='accordion'],,,,,,,1,,,,,,,,,,,,,
pdpSTLColor_WS,,,,div[class='shop-the-look products grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='color selector component component-3 clearfix js-color-selector'],,,,,,,1,,,,,,,,,,,,,
newlistvevin2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitModelDetails,,,accordion,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShippingReturnAccordian,,,accordion,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,h3,,2,,,,,,,,,,,,,
detailsAccordinLink,,,accordion,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,Details,,,,,,,,,,,,,,,,,
pdpPriceContainer_vm,,,,div[class='price component component-3 clearfix'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpQuickLook_vm,,,,div[class='sfa-pa-quicklook-button'],,,,,,,1,,,,,,,,,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpCloseOverlay_vm,,,,button[class='ui-button ui-widget ui-state-default ui-corner-all ui-button-icon-only ui-dialog-titlebar-close'],,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeCountryContinueShopping,,,,button[onclick='javascript:contShop();'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpCloseOverlay2_vm,,,,button[class='ui-button ui-widget ui-state-default ui-corner-all ui-button-icon-only ui-dialog-titlebar-close'],,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpPriceOverlay_vm,,,,td[class='saksBagItemDetails'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpPrice_vm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpRecentlyVIewedSection_WS,,,,div[class='recently-viewed shaded-page-section page-section'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpRecentlyViewedRating_WS,,,,,,,,,div,,,,data-product_code,upc,,,1,,,,,,,,,,,,div[class='star-rating component component-2'],,,,,,,,,,,,,,,,,,,,
pdpRecentlyVIewedItemSelection_WS,,,,div[class='recently-viewed shaded-page-section page-section'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,div,,,,,,data-product_code,,,,,,,,,
pdpColorSwatchName_vm,,,,.color.selector.component.component-3.clearfix.js-color-selector,,,,,,,,,,,,,1,,,,,,,,,,,,.value,,,,,,,,,,,,,,,,,,,,
pdpColorSwatchLabelName_vm,,,,.color.selector.component.component-3.clearfix.js-color-selector,,,,,,,,,,,,,1,,,,,,,,,,,,.key-value-pair>label,,,,,,,,,,,,,,,,,,,,
pdpColorSwatchBox_vm,,,,.color.selector.component.component-3.clearfix.js-color-selector,,,,,,,,,,,,,1,,,,,,,,,,,,.items.clearfix,,,,,,,,,,,,,,,,,,,,
pdpDetailsSection_vm,,,,.detail-column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpChannelBanner_WS,,,,div[id='chanelCustomBanner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpRecommends_WS,,,,div[id='RRProductRecommend'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagShopCart_WS,,,,div[class='shopping-cart'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagcartRow_WS,,,,div[class='jsItemRoot widebag-item '],,,,,,,,,data-cartproductcode,upc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpVEGCDenoFirst_WS,,,,select[class='js-select-picker select-picker js-sku'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpColorSwatchLink,,,,.color.selector.component.component-3.clearfix.js-color-selector,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,,Eggplant,,,,,,,,,,,,
pdpColorSelectedProduct_vm,,,,div div.product.main-product.grid-100.grid-parent.page-section div.multimedia-column.js-multimedia-column div.key-value-pair.dual-line.shown-in span.value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpPersonalizedPageContainer_vm,,,,div.control-container.clearfix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpFindInStoreBtn_ws,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='js-find-in-store text-underline text-decor-border-bottom'],,,,,,,,,,,,,,,,,,,,
pdpRecentlyViewedItemsRating_WS,,,,,,,,,div,,,,,,,,1,,,,,,,,,,,,div[class='star-rating component component-2'],,,,,,,,,,,,,,,,,,,,
pdpRecentlyViewedItemSelect_WS,,,,div[class='rv-item clearfix'],,,,,,,,,data-product_code,upc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpFitPredictor_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='fp-copy '],,,,,,,,Fit Predictor,,,,,,,,,,,,
pdpCalculateSize_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='fp-copy '],,,,,,,,Calculate Your Size,,,,,,,,,,,,
pdpYourBestSize_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='fp-copy '],,,,,,,,Your Best Size,,,,,,,,,,,,
pdpAskAQuestionLink_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,a[id='askQuestion'],,,,,,,1,Ask a Question,,,,,,,,,,,,
pdpQnASection_WS,,,,div[data-value='q-and-a'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soldOutLink,,,,div.size.selector.component.component-3.clearfix.js-size-selector.has-select-picker,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpwaitListBox,,,,input[class='email js-email-field'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpFreeShippingMsg_wk,,,accordion,,,,,,,,1,,,,,,1,,,,,,,,,,,opened,,,,,,,,2,,,,,,,,,,,,,
detailAccordian_wk,,,,,,,Details,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qlHighDemandErrorMsg_wk,,,,li[class='boxed-message error-message-box quantity-not-in-range-error'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpCallToOrderMsg,,,,div[class='call-to-order-message component component-2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpsizeElements,,,,div[class='size selector component component-3 clearfix js-size-selector has-select-picker'],,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
pdpMultipleSizes_wk,,,,div[class='size selector component component-3 clearfix js-size-selector has-select-picker'],,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
prpFirstItemPrice_WS,,,,div[class='product-text'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdp_ItemPrice_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='price-view'],,,,,,,,,,,,,,,,,,,,
pdpShippingDetailLink_wk,,,,,,,Details,,a,,,,target,_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpShippingReturnInfo_wk,,,,div[class='accordion'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpRecentlyViewedSalePrice_WS,,,,div[class='rv-item clearfix'],,,,,,,,,data-product_code,upc,,,1,,,,,,,,,,,price component component-3,,,,,,,,,,,,,,,,,,,,,
pdpSTLItemPrice_WS,,,,div[class='shop-the-look products grid-100 grid-parent page-section'],,,,,,,,upc,,,,,1,,,,,,,,,,,,div[class='price-view],,,,,,,1,,,,,,,,,,,,,
pdpSoldOutButton_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,button[class='sfa-button transactional medium js-action-button'],,,,,,,,Sold Out,,,,,,,,,,,,
pdpWaitListButton_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,button[class='sfa-button transactional medium js-add-to-waitlist-btn'],,,,,,,,,,,,,,,,,,,,
landingTitleDlpLogo_wk,,,,li[class='js-links-title links-title standard-dlp-logo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lnvContemporaryBtn_wk,,,,nav[class='sfa-left-nav'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Contemporary,,,1,,,,,,,,,,,,,
pdpDetailsAccordion_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,div[class='accordion'],,,,,,,,Details,,,,,,,,,,,,
pdpAddToBagBtn_WS,,,,div[class='product main-product grid-100 grid-parent page-section'],,,,,,,1,,,,,,1,,,,,,,,,,,,button[class='sfa-button transactional medium js-action-button'],,,,,,,,ADD TO BAG,,,,,,,,,,,,
pdpVGCDeno_WS,,,,div[class='jui-select-picker sfa-select-picker jui-scrollable-drop-down expands-onclick collapses-onclick collapsed jui-scroll-pane'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpVGCDEnoFirst_WS,,,,a[class='item sku available first'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccorderNumber_WS,,,bmsSummaryHeader,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccEmailHistory_WS,,,cc41-tablehead,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccResults_WS,idMainViewContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccCatalogAllCrumbs_WS,,,,div[class='bmsPathContainer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccStoteFlag_WS,,,bmsDataTable,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpFinResults_WS,findInStoreResults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navSelectedTab_wk,,,,div[class='nav'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,li,,1,is-selected,,,,,,,,,,,,
pdpProductActionsTxt_wk,,,,div[class='share-product sub-section clear-both clearfix'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdpSendToFriendTxt_wk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpClickVirtualGiftCard_wk,,,,,,,,,area,,,,alt,Purchaase Virtual Gift Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccountEmail_WS,,,boldBlackText16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accountPageTitle_WS,,,boldBlackText18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loginOverlayCheckoutAsGuestBtn_wk,jsCheckoutEnhancementsGuestCheckout,,,button[id='jsCheckoutRemediationGuestCheckout'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shippingBillingEmailTxt_wk,shipEmail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shippingBillingPhoneTxt_wk,shipPhone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shippingBillingEmailError_wk,,,,div[class='shipEmail-wrap'],,,,,,,,,,,,,1,,,,,,,,,,,errorMsg,,,,,,,,,,,,,,,,,,,,,
shippingBillingPhoneError_wk,,,,div[class='shipPhone-wrap'],,,,,,,,,,,,,1,,,,,,,,,,,errorMsg,,,,,,,,,,,,,,,,,,,,,
confPasswordTxt_wk,password,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confVerifyPasswordTxt_wk,password2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confAccountCreationBox_wk,receipt-account-registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confCreateAccSection_WS,receipt-account-registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confCreateAccountBtn_wk,js-submit-receipt-account-registration,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confAccountBoxMsg_wk,receipt-account-registration,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billingPassword_WS,password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billingReEnterPassword_WS,password2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billingPasswordHint_WS,passwordHint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billingPasswordErrorMsg_WS,password-wrap,,,,,,,,,,,,,,,,1,,,,,,,,,,,errorMsg,,,,,,,,,,,,,,,,,,,,,
billingReEnterPasswordErrorMsg_WS,password2-wrap,,,,,,,,,,,,,,,,1,,,,,,,,,,,errorMsg,,,,,,,,,,,,,,,,,,,,,
loginSignCheckOutBtn_wk,jsQuickCheckout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loginOverlayInvalidEmail_WS,,,,div[class='field textbox required form-field-error'],,,,,,,1,,,,,,1,,,,,,,,,,,errorMsg,,,,,,,,,,,,,,,,,,,,,
shippingBillingError_WS,jsResponseError-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billingError_WS,jsResponseError-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsGiftOverlay_WS,jsEditGiftCardLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shipAddOverLay_WS,saksOverlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagPromoMesgOverLay_WS,,,,div[class='ui-dialog ui-widget ui-widget-content ui-corner-all ui-front checkout-modal-dialog'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fogotPwdContinueBtn_WS,,,,,,,,,button,,,Continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homeOverlayScape_wk,,,,div[id='saksOverlay'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagCheckSaveForLater_wk,,,,div[id='jsSaveForLater'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paypalPage_wk,method-paypal,,,div[id='method-paypal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prpClickVirtualGiftCard_WS,,3xCards,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,area,,1,,,,,,,,,,,,,
oldPdpAddToBag_wk,,,,,,,,,input,,,,value,Add to Bag,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
confGoToYourAccountBtn_WS,,,,,,,,,a,,,Go to your account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
